Product_ID,Region,Demand,Lead_Time,Supplier_Reliability,Promotion,Seasonality_Factor,Date,Stock_Remaining,Stock_Needed,Transportation_Cost,Distance_to_Be_Covered,Profit,Loss,Carbon_Footprint,Transportation_Risk,Warehouse_Capacity,Order_Frequency
34,2,299,5,0.8412504227672306,0,0.5438810883687436,2023-02-03,369,370,361.45420908709156,111.37660980326997,3520.3375497163174,461.02049401399825,394.6457562574354,0.5816730931758619,320,21
35,2,440,4,0.8783718746376052,0,1.220373212732203,2023-02-04,12,700,107.54890183624211,140.20997164685286,4906.294237400262,469.3820505825953,153.44088546801618,0.5520218738854441,534,11
36,1,831,14,0.9791349555237557,1,0.944479977977791,2023-02-05,341,375,150.92770490211655,679.4767934471097,2893.8769637762875,881.4719638223172,180.81556731194866,0.2194409593148329,379,22
37,3,384,6,0.8408632766797941,0,0.7562923753692176,2023-02-06,34,197,412.8137079539676,238.46070608055078,1463.3809452619735,818.6274411366155,464.02317809756994,0.24076905492878853,722,25
38,1,678,14,0.9015610127917558,1,0.6904134960249102,2023-02-07,46,404,487.18777820810186,793.1195782416337,3313.776878958192,629.5699611705368,459.972567821197,0.32543022073921946,191,15
39,1,568,6,0.8838543322332044,0,1.1699534908592182,2023-02-08,213,285,228.02214202219128,595.4445609030896,2808.183595060773,716.4869356023687,125.88384404532306,0.2654711477455496,623,2
40,0,186,3,0.803624808209146,0,0.5004015440253399,2023-02-09,411,752,114.87229397650593,237.5322224560165,2899.131186247907,42.80263606810664,78.88633516556663,0.8771557960371489,238,26
41,0,932,9,0.9585516227145625,1,1.3058911691968542,2023-02-10,404,662,244.346640792055,483.8999295057853,2651.4812575399856,743.9917193796687,181.90314645662693,0.11488881308492589,766,27
42,0,737,12,0.81380918126292,0,0.5792496061299288,2023-02-11,493,154,106.98725211160105,412.015529443363,3531.832584096001,486.1646884536487,311.79877689999586,0.6008450707434593,122,15
43,2,889,11,0.8948510041953908,0,0.6914896149081194,2023-02-12,145,523,176.94923690498766,874.4277655975106,3073.754130831509,317.74756454812757,444.6012550173468,0.5140790599003506,516,19
44,3,547,14,0.91213565898779,0,0.8862363952990896,2023-02-13,158,811,400.98880602149535,41.840850227279766,4941.477848544678,139.77696593814292,103.476825005221,0.358600988718749,831,17
45,3,876,7,0.9256852913229174,1,0.9848587397161036,2023-02-14,443,445,474.83535924259843,896.8854515621221,4216.385394690435,75.2087903519918,236.73132599113382,0.8100709696831804,447,20
46,3,776,1,0.9377263258615751,0,0.8549951158139418,2023-02-15,124,495,134.97963374755466,655.561856050946,1691.1426996995297,44.88568549672311,172.28740402423654,0.6361300620314257,336,18
47,3,526,13,0.8506544767045431,0,0.8207121649842939,2023-02-16,109,655,323.16031152420373,740.1628056728949,3765.9043485723814,161.7961748902408,56.71803525620795,0.8986834810585812,864,6
48,0,643,7,0.8019957553316899,0,1.4639160120731884,2023-02-17,36,269,201.55233844961276,12.581388758707398,1464.3515722313055,30.143794797741652,404.8008173568493,0.2349247674611883,282,15
49,2,272,5,0.9446887324709824,0,1.1415796812433943,2023-02-18,276,859,155.62365031757182,631.9570396968601,4020.5588363662605,732.6422424425209,415.97789592545473,0.170294268694263,607,29
50,2,421,5,0.9071313198695158,1,0.5234329553673882,2023-02-19,13,900,187.592091956623,592.6013020739158,1164.0093798980397,248.6141190217397,149.5530777988924,0.21151781397307517,297,17
51,0,984,14,0.9672235406414498,0,0.9301759084443132,2023-02-20,472,491,331.105226999083,541.8335008224368,2630.9922509625717,368.74042693200914,118.0581125181656,0.315432774067677,781,24
52,2,451,13,0.9642776725801389,0,1.37500869974397,2023-02-21,346,694,126.05380057758441,788.0081881388261,4057.7278923773356,822.7162138158828,115.05238412998872,0.4334295932543649,222,26
53,0,492,2,0.9686652335575766,0,0.801456186410668,2023-02-22,231,922,273.687438467367,560.3123854325402,1760.5071603795443,114.65749652459067,258.77623539392937,0.7900826280015544,645,22
54,3,539,4,0.8970189319959081,0,0.5945563447743882,2023-02-23,315,716,154.09114038206553,858.526217664259,4267.036063092484,835.5940302362127,160.9230143460964,0.3268734130631093,480,9
55,0,664,12,0.8667256791673732,1,1.2583847715899177,2023-02-24,123,77,209.0708209577926,240.30517154554198,3398.678190652874,639.5403505502882,280.11003911982544,0.8321946480221458,924,12
56,3,322,6,0.958311640518274,0,1.1060138319360813,2023-02-25,278,843,176.30173189730556,807.9227630819828,2288.8504809824713,342.0295146046031,223.1832817183279,0.4703261507237734,614,22
57,3,575,10,0.890258822605851,1,1.070312507826504,2023-02-26,478,524,453.1901999323589,187.51964509655767,2405.3751918782236,117.80721306768427,144.90063720544606,0.617656014831186,105,26
58,1,208,11,0.8366884392806869,0,0.5535765596074079,2023-02-27,110,677,383.20453234851584,814.9866140492901,4666.961902639349,91.49269734091247,388.0363053007914,0.3115261712447606,403,23
59,0,201,7,0.9709948039122949,0,0.6404990097955173,2023-02-28,123,354,447.3850315789882,941.058883640282,1480.0595000557068,335.5143460793206,117.66375065112024,0.22481105281883035,713,5
60,1,669,11,0.9765119753544694,1,1.1225493962131137,2023-03-01,412,795,253.385133819077,342.33720088728023,3620.131768286196,140.34197271804584,409.50604166919675,0.7955655525264395,291,14
61,0,237,5,0.8932619512280341,0,0.7078238414588358,2023-03-02,430,454,225.36534594146804,534.587450840387,3682.8239258369094,267.7102964752748,302.65087266063153,0.18760494441613115,475,24
62,0,862,9,0.8151399454619576,1,1.0040700797484243,2023-03-03,29,562,252.23487795910683,661.7457326939161,4651.023619326365,52.95580045132453,424.41671420439985,0.7192170446136181,624,8
63,1,147,3,0.8775652179833863,1,1.0448816860293935,2023-03-04,114,551,107.41927828976299,88.67694919594966,3709.239209408033,595.0084216966989,52.14156803145726,0.564787444861486,135,26
64,1,180,1,0.9607075318925207,0,0.7835071902709394,2023-03-05,89,397,389.88171005942326,499.13991102207905,3130.1033812626874,145.2761169538045,387.1348335659673,0.7889102253430792,169,25
65,0,854,4,0.9803548057092457,0,1.4484251555414929,2023-03-06,211,289,239.90898275803133,366.97912682236426,4561.351425573318,756.732313125627,73.1820169630019,0.6742547296785417,388,28
66,2,220,9,0.8406945484995192,1,1.3424641068355752,2023-03-07,37,619,225.32952143071668,873.731074938795,4231.094133417791,218.17497627797212,477.54442356701935,0.3253312816892334,204,22
67,3,985,4,0.8133947224050544,0,1.2223735076327986,2023-03-08,82,896,339.25642614821317,877.9127235212429,3725.494046754018,797.9765793381858,366.23276977574073,0.559542077805821,815,17
68,1,232,2,0.9754700906265678,0,0.5779938664094091,2023-03-09,26,744,274.4999646839266,703.7717441517644,646.6027207647851,189.8819862258677,194.0775307796111,0.11045889568435784,412,9
69,3,413,10,0.8778809877957751,0,0.6061300193090194,2023-03-10,216,386,492.3373472895594,659.1672298465733,2180.8418820816264,721.3665637012986,193.93272178058734,0.4801746738979432,154,3
70,2,88,14,0.9083521928535127,0,0.9927813458649557,2023-03-11,359,75,242.50121715952054,736.3515746830982,3343.5035249083444,333.07467962519735,437.6715708733813,0.16881090845762853,206,25
71,2,576,14,0.9936131624101519,1,0.6607133491909857,2023-03-12,485,458,345.55833688316534,372.327031992779,2850.1273596054425,583.1199948890084,456.2780578036964,0.4431559982482638,752,7
72,2,937,5,0.8133129455828446,0,1.478265463529474,2023-03-13,371,126,224.6604402438607,410.4740542831192,1936.9324692402975,38.66181432173843,451.2079764674347,0.18768944639894178,836,12
73,1,546,3,0.9296636014904192,0,0.6585202340274094,2023-03-14,214,978,496.2379920842627,558.1676756598183,1149.9076197939944,495.24443435425746,413.9331316548474,0.8643838455563321,406,29
74,2,565,13,0.8148210845149735,0,0.987467835463974,2023-03-15,220,266,278.0444138880513,938.6478460908227,2988.484622100147,148.68789470206323,418.56440937636785,0.5184543659261823,959,3
75,1,398,12,0.8750937856933001,0,0.8641210568415054,2023-03-16,14,377,353.6515243467212,726.7598753783669,1786.6290913799585,486.32022724902646,307.7455562949018,0.8305743882213147,920,9
76,2,970,13,0.9607629090386893,0,1.1393864214540979,2023-03-17,442,886,150.68866838107084,555.4793520512611,1548.5022041404836,141.3591308861497,62.70397382708066,0.11789297837261269,135,14
77,3,446,9,0.886694446551127,1,0.6290364088894249,2023-03-18,258,823,393.20968594546326,772.7088847477474,2295.312021747201,437.08912013937083,89.04797692654772,0.6101226271055183,232,23
78,3,771,4,0.9994364707805901,0,0.9303164280423909,2023-03-19,265,72,207.6840231502488,377.1814091160408,4034.7114494642087,110.62082023228837,342.29896223279,0.3455636015412962,986,23
79,0,210,6,0.9118118569893204,1,0.7747050328071436,2023-03-20,462,805,279.44530113186875,733.1620341329269,2695.3407606484047,219.95151773429578,230.52432214716214,0.44546319677218904,124,23
80,3,65,2,0.8642324305271907,1,1.387751524671688,2023-03-21,119,719,453.25322493098315,416.56948579987335,1474.2149472440146,595.0789355038547,305.28933387871376,0.7984699161717518,948,18
81,0,542,6,0.8440222651809507,0,0.5405857121346951,2023-03-22,463,767,488.22100595404055,286.8647929448362,1026.0641402602178,976.6606372101422,153.98493017995793,0.8840168758069958,136,11
82,3,475,3,0.8701041068572324,0,1.4137274940064593,2023-03-23,400,359,269.8288407361428,613.6268070470695,2745.4426869865997,449.18476839197194,342.2377281394364,0.2971935635466819,118,4
83,1,157,12,0.8745066547519103,0,1.3329941385530004,2023-03-24,127,648,433.92106718179997,690.0087840536827,4074.6487929000555,687.1736926095025,159.27329488700332,0.8586026282826413,134,26
84,3,943,12,0.8137427355447923,0,0.7975707164408155,2023-03-25,210,316,121.3395978199443,464.70062556776855,3437.6811064427316,539.4246710443751,257.3657590889093,0.6509815591053754,462,8
85,0,499,9,0.8739148398853547,1,1.2892906546771048,2023-03-26,10,464,439.029611916105,569.8457240419465,1544.6699606446234,498.35793429443777,265.42395481603194,0.8611311314858167,517,28
86,0,360,11,0.892847703947845,1,0.5312135603387476,2023-03-27,175,695,351.8041288610599,697.1254141073973,2465.1796356027153,64.70419683985118,129.95070342762165,0.549893598896968,921,18
87,2,788,2,0.944547550447761,0,1.4668655502933936,2023-03-28,132,316,295.48246735664077,770.0329510419344,4348.536635048309,144.29740227527944,444.29347687443783,0.8686050279931765,529,13
88,1,219,12,0.9313458969443216,0,1.0265949425897893,2023-03-29,324,382,455.9854820548991,896.6157642922454,1299.4515853377752,883.0577292325673,286.619475322904,0.8139643665179469,617,4
89,3,595,12,0.9417531310458309,1,0.8032810260654453,2023-03-30,319,829,438.13488900256556,360.9987642016849,2894.3625680730365,410.16431504180326,440.0527000722557,0.20287339298035684,566,10
90,2,463,9,0.8016727363753715,1,0.8625832125946771,2023-03-31,13,499,218.77803838142881,951.9624803240677,2103.041789423787,614.3324765847909,168.14106297316582,0.3486319416813844,996,8
91,3,300,5,0.8435334799161073,0,0.5664053534604974,2023-04-01,49,614,416.595352937903,640.9070120218566,1058.8088967328372,528.2332327149584,127.55117546066326,0.2944505532100095,298,12
92,3,808,8,0.9323368576799713,0,1.4893495140420392,2023-04-02,409,660,139.79637346494906,789.8248638719583,724.5676440990421,378.8823795512348,58.10749142905835,0.5576794608402057,645,19
93,2,830,2,0.8967978736359494,0,0.5392919451506925,2023-04-03,71,296,429.10557418694805,702.771353046624,3001.4212309060786,387.81654261093115,92.23909687692827,0.7422395452047402,667,12
94,2,190,6,0.8010626951336692,1,1.1549071231478591,2023-04-04,68,85,370.1822472093002,213.51600809492254,593.3699318317051,555.4650059086728,116.36177219897536,0.707529157509505,867,22
95,2,323,3,0.9608989284863645,0,0.9427359277064583,2023-04-05,390,450,135.1465323727771,80.72399917874004,965.507525118207,141.14180147574362,85.4850030700863,0.6813993058267813,310,28
96,2,465,12,0.9545619146580675,0,1.4489162181887152,2023-04-06,382,77,373.23206938965416,729.023599377939,2064.039265227835,387.259040254434,453.59568281398435,0.40021190058846867,708,2
97,2,657,12,0.9096838325987125,0,0.7459997403067952,2023-04-07,15,269,332.20771067054807,515.9421411166306,695.8408341009324,446.9755694027391,460.14723857379374,0.21170950530226237,893,24
98,3,788,14,0.8132926651552544,0,1.0320868239380112,2023-04-08,438,455,337.82004045801796,705.1912347242413,2302.003519033482,985.1262236761243,471.81320252376975,0.2684668429028794,600,8
99,2,940,10,0.953303009906517,0,0.982356208582753,2023-04-09,333,663,216.34557405187942,482.07437587630517,1086.6426087960094,351.4547692857177,481.93737645905094,0.6933419677186661,340,28
100,1,88,5,0.9167427175462728,1,1.2028664440501013,2023-04-10,356,824,206.5988800051381,319.11217521233897,2074.4289081506927,644.5788958808689,271.3257522589722,0.21802747124765062,269,13
101,0,863,12,0.9563919954315918,0,0.5680102319524205,2023-04-11,55,320,405.014044821608,292.1677301669726,4060.218591905307,137.41549982646816,288.5110865712276,0.27835736394681687,958,1
102,2,78,8,0.9503493984791681,0,0.6937891300233548,2023-04-12,104,785,202.72539240689565,733.2268095612943,3318.639550144961,65.48138183021912,108.8736928580986,0.43964212229879296,393,3
103,2,526,10,0.9606004143915674,0,0.7145648200928498,2023-04-13,131,700,278.50490072395945,284.01228065111695,2504.3048500437912,871.5420140012303,111.67341698842614,0.1576899445499704,838,2
104,3,367,14,0.903601613280925,0,1.2381507548416897,2023-04-14,483,841,377.91559943951387,717.5301022161667,913.2498853482218,730.7349024056865,397.7403973952304,0.27015364861610386,414,23
105,2,294,1,0.828064903638703,0,0.6891386963267401,2023-04-15,47,560,131.8465005309751,390.12052505420473,3286.173466916299,317.499287594569,435.07808786378337,0.21981450187298926,226,23
106,2,797,5,0.9342314946759378,0,1.0734917638909767,2023-04-16,247,335,337.8193530446629,773.1894202756145,1236.6934362907264,504.578002897229,403.12149378399147,0.8610574263294724,567,20
107,2,746,3,0.9240947570103941,0,0.7152438205009537,2023-04-17,272,503,335.7505490592469,151.3818265248429,844.6385473772671,135.74418445183855,425.55913924772887,0.2532207084359113,891,28
108,3,321,4,0.9484506374398174,0,1.3616249500839785,2023-04-18,110,811,373.6914843552102,212.93014377230207,3487.982078568235,707.1602939808603,174.4566419427349,0.789415768136315,466,28
109,2,489,2,0.8339762012101472,0,1.4421854544896386,2023-04-19,419,883,247.97123812226346,689.0524896629619,4604.269540194534,70.33059208743897,259.729602943431,0.19183855301328673,120,8
110,0,797,9,0.8389950399800579,0,1.0184929749422404,2023-04-20,325,366,279.5919096255359,564.62880899628,2572.6704654673504,757.033056941202,256.63972252792416,0.7957385058420059,415,3
111,3,288,3,0.9780819034438657,1,0.8523088842091783,2023-04-21,335,639,231.98772557787746,211.8395591953832,684.4815977365131,546.8365102699865,497.87753141377857,0.5795470290187758,857,25
112,0,426,2,0.9499955596904142,1,0.7340577750174991,2023-04-22,348,346,423.26729887551033,903.7987416095534,4461.339728383435,278.85053008676476,477.1301090520946,0.7797647385796943,189,21
113,3,315,10,0.9816456977400646,0,0.5497810015230438,2023-04-23,483,387,152.244304014453,283.1847059385198,801.3819475560833,862.5743540614568,319.31874789170274,0.793878950829886,503,29
114,2,975,11,0.9517430642327842,0,0.7685000761974954,2023-04-24,37,356,485.1815814301319,426.8606842116975,4403.809592157142,986.0718703388543,112.08790991331202,0.5770988245339272,617,15
115,0,970,9,0.9194310611980604,1,1.154235779945318,2023-04-25,356,477,353.93446239168696,210.2650624538126,2263.1871795031893,254.349101197638,166.36821738380473,0.8341553227160192,550,2
116,3,408,7,0.9308265474055748,0,1.033616931309211,2023-04-26,239,400,454.7626897568704,394.1473421580991,2144.2754238039033,806.2461495859326,213.6926997417811,0.5683586331876984,877,25
117,1,389,6,0.977825584788002,1,1.4440412782809275,2023-04-27,317,560,270.49258330590567,496.73028261035944,2942.588207554033,750.1663163764574,442.94524686204335,0.6700520623027002,708,17
118,2,438,1,0.9157613509023881,1,0.8962772624917006,2023-04-28,120,574,232.91162815679866,302.2945839677899,4806.881678498985,747.1901211056694,126.78460567851992,0.43286438173506614,249,27
119,3,626,5,0.9264782648656775,0,1.1938633423283944,2023-04-29,47,907,460.2903240495934,771.4027364645185,4544.332452886902,957.2356114840272,148.8861124826473,0.8312541555767899,545,24
120,1,738,12,0.8312953432007202,0,0.9893227474751214,2023-04-30,9,541,139.5492115505211,399.9936488597846,2616.4853973714526,486.61709230199233,207.22311125142215,0.7593300311296213,179,6
121,3,52,11,0.8947842440232205,1,1.0125762159242115,2023-05-01,232,957,146.84289260211114,732.2148999591794,3631.204539607183,674.1680405566547,467.1095848940226,0.23337048929354198,116,28
122,1,478,14,0.9432794223916198,0,0.7677743146041175,2023-05-02,35,643,219.73871059387093,215.00145363634093,3111.9316355453557,823.8773636258042,276.7154408493742,0.561110280163759,237,1
123,2,191,11,0.8541885396632731,0,0.9549507768419997,2023-05-03,412,58,483.9099927065274,383.2651418252469,3620.5771057842535,479.5364450430264,341.07621646889055,0.8174618632695572,751,4
124,0,425,3,0.840450836104907,0,0.9707849970127073,2023-05-04,461,546,353.22744394604285,17.97770600657982,4231.973570279437,481.4312028120059,224.2504872815803,0.7344515949271607,950,19
125,1,719,1,0.8627653616448832,0,1.2066425217489338,2023-05-05,3,774,321.6774786461593,761.0512080745746,655.2222299086724,318.65475406735135,134.83494999881003,0.87004222452906,607,7
126,3,373,4,0.8483001255985667,0,1.4406399991861139,2023-05-06,43,609,382.1425345421682,629.6277778871793,1965.919342675539,780.8257128271341,150.26024183381605,0.2850413495580758,651,23
127,2,195,13,0.8429825274072792,1,0.8293212774825043,2023-05-07,55,610,266.9898224312665,819.6450916712516,4816.980987052402,686.1957796855565,411.20204914214565,0.3939677065043824,779,22
128,1,342,2,0.8849701685736174,1,0.5422004685812984,2023-05-08,41,870,403.2294005683197,461.0546802216861,4772.013388362158,451.1398995010499,452.0669172439272,0.5057535104145051,173,14
129,3,714,2,0.9815677027767068,0,0.9962951255006397,2023-05-09,254,489,257.29227918915103,801.7432372757107,550.4940048985814,419.3366573987367,271.8840451519152,0.28613533602181196,173,26
130,3,481,3,0.9014119293477437,0,1.0444613321491687,2023-05-10,227,601,430.5452739425858,651.1067188282686,1406.4805846506483,72.58964316911865,210.64753735666542,0.4152362041510552,149,14
131,3,754,8,0.8375840761630646,0,0.6684405511319153,2023-05-11,113,924,206.91803283060182,13.57680320889628,4971.965190549632,6.501146828415516,413.52581143726803,0.530031363539466,109,10
132,1,998,8,0.8153943338761749,0,1.2604646062760667,2023-05-12,236,841,211.0186637192097,261.15735213762684,2717.7128415476864,528.8939665318434,352.8926487864175,0.25307136240107253,202,28
133,1,634,12,0.939231229027585,0,1.4849291084414915,2023-05-13,396,787,308.95332217069404,498.95243868418555,3077.8970178508366,417.4928523515995,68.39328986853492,0.30535025496206447,961,24
134,1,448,7,0.8765597528872776,1,1.445774717008461,2023-05-14,173,157,272.30446334469406,622.5004762148516,1248.8908348510363,796.0367599017643,207.8334044972648,0.19987399984703558,487,7
135,0,866,6,0.9643661893170719,1,0.6971060388236522,2023-05-15,254,294,359.2463377138782,74.93495601799077,4524.510239413383,542.6540563071214,356.97784020621884,0.6707051279085988,484,16
136,1,938,9,0.931902153728154,0,1.3753632399007607,2023-05-16,465,304,245.7163018694316,708.0291289019538,1540.689348421008,936.7060433822255,308.15591913093976,0.3892415412289064,398,4
137,1,393,4,0.9592482901082737,0,1.2044936364116847,2023-05-17,416,82,192.22025962814672,548.1007366707872,1353.4143350879144,196.14079886099856,490.1302889808002,0.2762129225470307,438,7
138,1,189,12,0.8543892078836898,0,0.9538465638069116,2023-05-18,276,72,287.92342515316045,530.5215137501028,1526.5508149414768,990.1503403850398,439.7519202013807,0.505859319344762,488,15
139,0,236,1,0.9384717844922117,0,1.040610994324729,2023-05-19,463,894,324.38259979885845,299.12510251693595,4638.29766188454,297.91919431210636,76.88228257906745,0.15459944454819816,573,17
140,1,854,8,0.8528123969387438,0,1.349600174982458,2023-05-20,334,615,157.04002153187616,598.8748684956711,3662.810182295821,642.423973573306,376.5960570525623,0.8387252850547159,715,3
141,3,110,7,0.9878136958900583,0,0.9801349396383732,2023-05-21,440,870,322.6874502932661,37.217960735456906,3958.683775206238,501.8537136166513,201.34697554871505,0.33557401692581146,901,16
142,1,988,7,0.9272748563066748,1,0.8732073691051269,2023-05-22,68,98,227.70268209915872,74.05332719894861,2196.663611829137,359.5764012492494,356.9372163886759,0.8091714785470897,891,2
143,3,429,3,0.8649023600350685,0,0.9932474930259858,2023-05-23,325,511,256.9807539474032,736.5313863407131,4591.296567187526,139.30918326544662,327.75106374112835,0.49809605225971765,241,7
144,3,759,4,0.8539023724584546,0,1.0791298040350492,2023-05-24,229,639,211.72725162531248,328.67242910862427,4052.335785527254,134.83415145221167,276.3726166160785,0.7801203981685124,908,25
145,3,856,10,0.8381853170143287,1,0.6890776537783488,2023-05-25,66,385,472.56413111722395,353.49740486823896,3877.6881312829455,711.5058273781954,433.82729945279976,0.2976515526317156,269,16
146,0,489,9,0.9389281917787455,0,1.4009077302669906,2023-05-26,303,994,373.33451251208555,216.3013512238873,4869.231276528282,377.6413829763113,368.91043706442554,0.24021648179420244,112,21
147,0,368,6,0.8437431225995855,0,1.1741869488296137,2023-05-27,459,407,204.98412456027336,451.16448517893286,2147.885738570069,961.2979741329427,450.2998015259029,0.7795294425878627,768,9
148,0,351,5,0.9190606531854978,0,1.1332689173374888,2023-05-28,483,171,358.01253382078005,61.473497097187305,3249.3814105814654,325.64848650633803,176.7216870963722,0.27033910589736876,548,12
149,1,393,3,0.8529270053850715,0,0.5994962261806381,2023-05-29,416,493,439.42896383281845,307.3595913354025,4594.683645397473,983.5237217479629,206.6573860675709,0.6969562794396641,273,29
